Seorang	NND
besar-besaran	JJ
pada	IN
Senin	NNP
lalu	CC
dengan	SC
korban	NN
sedikit	CD
-nya	PRP
100	CD
orang	NN
,	Z
akibat	NN
sebuah	NND
serangan	NN
pada	IN
pasar	NN
terkenal	VB
di	IN
Baghdad	NNP
dan	CC
Khalis	NNP
,	Z
sebuah	NND
kota	NN
di	IN
timur laut	NN
ibu kota	NN
.	Z
Seorang	NND
utusan	NN
Liga	NNP
Arab	NNP
diperkirakan	VB
tiba	VB
di	IN
Beirut	NNP
Senin	NNP
untuk	SC
merancang	VB
upaya-upaya	NN
mediasi	NN
lebih	RB
lanjut	VB
oleh	IN
ketua	NN
Liga	NNP
,	Z
Amr	NNP
Mussa	NNP
,	Z
guna	SC
memecahkan	VB
krisis	NN
politik	NN
di	IN
Lebanon	NNP
,	Z
kata	VB
seorang	NND
sumber	NN
diplomatik	JJ
Arab	NNP
,	Z
Minggu	NNP
.	Z
Duta besar	NNP
Hisham	NNP
Yussef	NNP
,	Z
salah seorang	CD
pembantu	NN
terkemuka	JJ
Mussa	NNP
,	Z
akan	MD
tiba	VB
di	IN
Lebanon	NNP
untuk	IN
kunjungan	NN
48	CD
jam	NN
mulai	VB
Senin	NNP
,	Z
dalam	IN
rangka	NN
menemui	VB
para	DT
pemimpin	NN
pemerintah	NN
dan	CC
pihak	NN
oposisi	NN
,	Z
kata	VB
sumber	NN
kepada	IN
AFP	NNP
.	Z
Yussef	NNP
akan	MD
mengadakan	VB
pembicaraan	NN
dengan	IN
Perdana	NNP
Menteri	NNP
Fuad	NNP
Siniora	NNP
,	Z
ketua	NNP
parlemen	NNP
Nabih	NNP
Berri	NNP
dan	CC
perwakilan-perwakilan	NN
dari	IN
gerakan	NN
Syi'ah	NNP
Hizbullah	NNP
,	Z
yang	SC
mempelopori	VB
kampanye	NN
anti	JJ
pemerintah	NN
.	Z
Menteri	NNP
Komunikasi	NNP
Marwan	NNP
Hamadeh	NNP
mengatakan	VB
,	Z
Mussa	NNP
akan	MD
melanjutkan	VB
peran	NN
mediasi	NN
-nya	PRP
8	CD
Februari	NNP
.	Z
Pada	IN
pertengahan	NN
Desember	NNP
,	Z
ketua	NN
Liga	NNP
Arab	NNP
mulai	VB
melakukan	VB
peran	NN
mediasi	NN
antara	IN
oposisi	NN
pimpinan	NN
Hizbullah	NNP
dan	CC
pemerintah	NN
dukungan	NN
Barat	NNP
Siniora	NNP
dalam	IN
upaya	NN
mengatasi	VB
sengketa	NN
yang	SC
dipicu	VB
oleh	IN
pengunduran diri	NN
enam	CD
menteri	NN
pro	JJ
-	Z
Suriah	NNP
.	Z
Pihak	NN
oposisi	NN
mulai	VB
melakukan	VB
aksi	NN
duduk	VB
1	CD
Desember	NNP
di	IN
luar	NN
kantor	NN
pemerintah	NN
anti	JJ
Suriah	NNP
di	IN
Beirut	NNP
pusat	NN
.	Z
Bentrokan	NN
menelan	VB
korban	NN
tewas	VB
terjadi	VB
pada	IN
akhir	NN
bulan	NN
lalu	CC
antara	IN
para	DT
pendukung	NN
kedua	CD
pihak	NN
,	Z
menyebabkan	VB
tujuh	CD
orang	NN
tewas	VB
dan	CC
lebih	RB
dari	IN
300	CD
orang	NN
cedera	JJ
.	Z
Mussa	NNP
mengatakan	VB
dia	PRP
berharap	VB
krisis	NN
Lebanon	NNP
bisa	MD
dipecahkan	VB
sebelum	SC
konferensi	NNP
tingkat	NNP
tinggi	NNP
(	Z
KTT	NNP
)	Z
di	IN
Arab	NNP
Saudi	NNP
pada	IN
akhir	NN
Maret	NNP
depan	NN
.	Z
Kuwait	NNP
membeli	VB
enam	CD
unit	NND
helikopter	NN
penyerang	NN
Apache	NNP
dari	IN
Amerika	NNP
Serikat	NNP
,	Z
yang	SC
merupakan	VB
pengiriman	NN
pertama	OD
dari	IN
16	CD
unit	NN
yang	SC
dipesan	VB
oleh	IN
negara	NN
Teluk	NNP
itu	PR
dengan	IN
transaksi	NN
senilai	NN
miliaran	CD
dolar	NN
,	Z
kata	VB
sebuah	NND
surat kabar	NN
Senin	NNP
.	Z
Unit-unit	NN
helikopter	NN
sisa	NN
-nya	PRP
akan	MD
tiba	VB
sebelum	SC
akhir	NN
Februari	NNP
,	Z
kata	VB
harian	NN
Al-Rai	NNP
,	Z
mengutip	VB
sumber-sumber	NN
militer	NN
.	Z
Enam	CD
unit	NND
Apache	NNP
tiba	VB
di	IN
pelabuhan	NNP
Shuaiba	NNP
,	Z
selatan	NN
Kota	NN
Kuwait	NNP
,	Z
Sabtu	NNP
.	Z
Helikopter	NN
jenis	NN
uni	NNP
sering	RB
digunakan	VB
oleh	IN
militer	NN
AS	NNP
,	Z
kata	VB
surat kabar	NN
itu	PR
.	Z
Apache	NNP
Longbow	NNP
16	NNP
AH	NNP
-	NNP
64D	NNP
adalah	VB
helikopter-helikopter	NN
penyerang	NN
paling	RB
maju	VB
merupakan	VB
bagian	NN
dari	IN
kesepakatan	NN
pembelian	NN
senilai	NN
2,1	CD
miliar	CD
dolar	NN
yang	SC
ditandatangani	VB
antara	IN
AS	NNP
dan	CC
Kuwait	NNP
pada	IN
tahun	NN
2002	CD
.	Z
Kesepakatan	NN
pembelian	NN
itu	PR
termasuk	VB
empat	CD
mesin	NN
serap	VB
dan	CC
sekitar	IN
300	CD
rudal	NN
Hellfire	NNP
,	Z
juga	RB
pemeliharaan	NN
,	Z
pasokan	NN
suku cadang	NN
yang	SC
diperlukan	VB
dan	CC
melatih	VB
48	CD
pilot	NN
dan	CC
instruktur	NN
di	IN
samping	NN
200	CD
teknisi	NN
Kuwait	NNP
.	Z
Satu	CD
tim	NN
ahli	NN
AS	NNP
mesin	NN
tiba	VB
dengan	IN
unit-unit	NN
Apache	NNP
itu	PR
untuk	IN
pemeliharaan	NN
yang	SC
diperlukan	VB
bersamaan	VB
dengan	IN
sejumlah	CD
pilot	NN
Kuwait	NNP
yang	SC
menerima	VB
latihan	NN
di	IN
AS	NNP
,	Z
kata	VB
surat kabar	NN
tersebut	PR
.	Z
Heli	X
Apache	NNP
juga	RB
akan	MD
diperlengkapi	VB
dengan	IN
sistem	NN
proteksi	NN
elektronik	NN
,	Z
radar-radar	NN
Longbow	NNP
dan	CC
anti	JJ
lapis	VB
baja	NN
Hellfire	NNP
dari	IN
udara	NN
ke	IN
permukaan	NN
.	Z
Sejak	IN
Kuwait	NNP
dibebaskan	VB
oleh	IN
koalisi	NN
pimpinan	NN
AS	NNP
dari	IN
pendudukan	NN
Irak	NNP
selama	IN
tujuh bulan	NN
pada	IN
tahun	NN
1991	CD
,	Z
emirat	NN
yang	SC
kaya	JJ
minyak	NN
itu	PR
telah	MD
membelanjakan	VB
miliaran	CD
dolar	NN
untuk	IN
pembelian	NN
senjata	NN
.	Z
Sejumlah	CD
orang	NN
bersenjata	VB
di	IN
Nigeria	NNP
Selatan	NNP
hari	NN
Selasa	NNP
menculik	VB
seorang	NND
warga negara	NN
Filipina	NNP
yang	SC
bekerja	VB
untuk	IN
perusahaan	NN
minyak	NN
Shell	NNP
dan	CC
membunuh	VB
sedikit	CD
-nya	PRP
satu	CD
polisi	NN
yang	SC
mengawal	VB
-nya	PRP
,	Z
kata	VB
beberapa	CD
sumber	NN
industri	NN
.	Z
Satu	CD
orang	NN
Filipina	NNP
diculik	VB
pukul	NN
9	CD
(	Z
pukul	NN
15	CD
WIB	NN
)	Z
dan	CC
dua	CD
polisi	NN
MOPOL	NNP
dibunuh	VB
di	IN
jalan	NNP
Owerri	NNP
-	NNP
Port	NNP
Harcourt	NNP
,	Z
kata	VB
seorang	NND
penasihat	NN
keamanan	NN
swasta	JJ
,	Z
yang	SC
menambahkan	VB
bahwa	SC
warga	NN
Filipina	NNP
itu	PR
bekerja	VB
sebagai	IN
kontraktor	NN
Shell	NNP
.	Z
Satu	CD
sumber	NN
lain	JJ
industri	NN
mengatakan	VB
,	Z
hanya	RB
satu	CD
polisi	NN
yang	SC
dibunuh	VB
dalam	IN
insiden	NN
tersebut	PR
.	Z
MOPOL	NNP
adalah	VB
sebuah	NND
satuan	NN
elite	NN
kepolisian	NN
Nigeria	NNP
yang	SC
bertugas	VB
antara	IN
lain	JJ
mengawal	VB
orang-orang	NN
sangat	RB
penting	JJ
.	Z
Sumber	NN
kedua	OD
itu	PR
mengatakan	VB
,	Z
peristiwa	NN
tersebut	PR
terjadi	VB
di	IN
sekitar	IN
Aba	NNP
,	Z
sebuah	NND
kota	NN
di	IN
jalan	NNP
Owerri	NNP
-	NNP
Port	NNP
Harcourt	NNP
dan	CC
ibu kota	NN
Negara	NNP
Bagian	NNP
Abia	NNP
.	Z
Dengan	IN
penculikan-penculikan	NN
terakhir	OD
itu	PR
,	Z
jumlah	NN
warga	NN
asing	JJ
yang	SC
kini	NN
disandera	VB
di	IN
kawasan	NN
penghasil	NN
minyak	NN
Nigeria	NNP
selatan	NN
menjadi	VB
30	CD
.	Z
Dari	IN
29	CD
orang	NN
lain	JJ
yang	SC
diculik	VB
,	Z
24	CD
orang	NN
adalah	VB
warga	NN
Filipina	NNP
yang	SC
ditangkap	VB
dari	IN
sebuah	NND
kapal	NN
barang	NN
,	Z
dua	CD
orang	NN
warga	NN
Italia	NNP
dan	CC
tiga	CD
orang	NN
lagi	RB
terdiri	VB
dari	IN
seorang	NND
warga	NN
Inggris	NNP
,	Z
seorang	NND
Amerika	NNP
dan	CC
seorang	NND
Lebanon	NNP
.	Z
Penculikan	NN
24	CD
orang	NN
Filipina	NNP
pada	IN
20	CD
Januari	NNP
itu	PR
membuat	VB
Presiden	NNP
Filipina	NNP
Gloria	NNP
Arroyo	NNP
segera	RB
memberlakukan	VB
larangan	NN
sementara	SC
bagi	IN
orang-orang	NN
Filipina	NNP
pergi	VB
ke	IN
Nigeria	NNP
untuk	IN
bekerja	VB
.	Z
Seorang	NND
penyerang	NN
bom	NN
meledakkan	VB
diri	NN
-nya	PRP
,	Z
menewaskan	VB
diri	NND
-nya	PRP
sendiri	NN
dan	CC
mencederai	VB
lima	CD
orang	NN
di	IN
bandara internasional	NN
di	IN
Islamabad	NNP
,	Z
Selasa	NNP
malam	NN
,	Z
kata	VB
televisi	NNP
berita	NNP
Pakistan	NNP
Geo	NNP
.	Z
Aparat	NN
keamanan	NN
di	IN
tempat parkir	NN
bandara	NN
itu	PR
terlibat	VB
dalam	IN
tembak-menembak	VB
dengan	IN
penyerang	NN
tersebut	PR
ketika	SC
ia	PRP
mendekat	VB
.	Z
Pria	NN
itu	PR
kemudian	CC
meledakkan	VB
bom	NN
yang	SC
dibawa	VB
-nya	PRP
,	Z
kata	VB
televisi	NN
itu	PR
.	Z
Dua	CD
polisi	NN
dan	CC
tiga	CD
orang	NN
lain	JJ
cedera	JJ
dalam	IN
insiden	NN
tersebut	PR
,	Z
yang	SC
terjadi	VB
setelah	SC
pukul	NN
21	CD
waktu	NN
setempat	NN
.	Z
Serangan	NN
itu	PR
dilakukan	VB
setelah	SC
serangan	NN
bunuh	VB
diri	NN
di	IN
sebuah	NND
hotel	NN
bintang	NN
lima	CD
di	IN
ibu kota	NN
Pakistan	NNP
tersebut	PR
pada	IN
26	CD
Januari	NNP
.	Z
Penyerang	NN
dan	CC
seorang	NND
aparat	NN
keamanan	NN
tewas	VB
dalam	IN
serangan	NN
itu	PR
.	Z
China	NNP
,	Z
Sabtu	NNP
,	Z
mengatakan	VB
bahwa	SC
Beijing	NNP
akan	MD
memperkuat	VB
kontrol	NN
pada	IN
ekspor	NN
peralatan	NN
nuklir	NN
,	Z
sehari	NN
setelah	SC
kesepakatan	NN
internasional	JJ
mengenai	IN
penghentian	NN
program	NN
nuklir	NN
Korea	NNP
Utara	NNP
berhasil	VB
dicapai	VB
.	Z
Perdana	NNP
Menteri	NNP
Wen	NNP
Jiabao	NNP
menandatangani	VB
sebuah	NND
kesepakatan	NN
melarang	VB
penggunaan	NN
peralatan	NN
dan	CC
teknologi	NN
nuklir	NN
China	NNP
untuk	SC
menciptakan	VB
bom atom	NN
tanpa	IN
selaras	JJ
dengan	IN
kesepakatan	NN
yang	SC
ada	VB
,	Z
menurut	IN
media	NN
negara	NN
itu	PR
.	Z
Para	DT
importir	NN
peralatan	NN
China	NNP
juga	RB
dilarang	VB
menggunakan	VB
itu	PR
untuk	SC
melakukan	VB
pengayaan	NN
nuklir	NN
-nya	PRP
,	Z
kecuali	CC
di bawah	VB
pengawasan	NN
Badan	NNP
Energi	NNP
Atom	NNP
Internasional	NNP
(	Z
IAEA	NNP
)	Z
.	Z
Walaupun	SC
kesepakatan	NN
itu	PR
tidak	NEG
secara	IN
spesifik	JJ
menyebutkan	VB
Korea	NNP
Utara	NNP
,	Z
namun	CC
hal	NN
muncul	VB
setelah	SC
kesepakatan	NN
yang	SC
diambil	VB
di	IN
ibu kota	NN
China	NNP
Selasa	NNP
lalu	JJ
di mana	SC
Pyongyang	NNP
setuju	VB
untuk	SC
menutup	VB
fasilitas	NN
nuklir	NN
-nya	PRP
di	IN
Yongbyon	NNP
dan	CC
mengizinkan	VB
pengawas	NN
IAEA	NNP
,	Z
yang	SC
ditolak	VB
pada	IN
Desember	NNP
2002	CD
.	Z
Xinhua	NNP
mengatakan	VB
peraturan	NN
pengendalian	NN
ekspor	NN
China	NNP
yang	SC
saat	NN
ini	PR
berlaku	VB
tidak	NEG
cukup	RB
ketat	JJ
untuk	SC
mencegah	VB
pengayaan	NN
nuklir	NN
.	Z
Presiden	NNP
AS	NNP
George	NNP
W	NNP
Bush	NNP
,	Z
Kamis	NNP
,	Z
mendesak	VB
timpalan	NN
-nya	PRP
asal	NN
China	NNP
Hu	NNP
Jintao	NNP
untuk	SC
tetap	RB
mematuhi	VB
sanksi	NN
yang	SC
telah	MD
dijatuhkan	VB
PBB	NNP
pada	IN
Korea	NNP
Utara	NNP
.	Z
Perserikatan	NNP
Bangsa-Bangsa	NNP
(	Z
PBB	NNP
)	Z
mengadopsi	VB
sebuah	NND
resolusi	NN
menyusul	VB
uji coba	NN
bom nuklir	NN
yang	SC
dilakukan	VB
Korea	NNP
Utara	NNP
pada	IN
9	CD
Oktober	NNP
lalu	CC
menjatuhkan	VB
sanksi	NN
kepada	IN
Pyongyang	NNP
,	Z
termasuk	VB
larangan	NN
untuk	SC
menjual	VB
peralatan	NN
atau	CC
teknologi	NN
yang	SC
dapat	MD
digunakan	VB
untuk	IN
program	NN
nuklir	NN
Pyongyang	NNP
.	Z
Wakil	NNP
Presiden	NNP
AS	NNP
Dick	NNP
Cheney	NNP
dipastikan	VB
tidak	NEG
akan	MD
meminta	VB
Australia	NNP
untuk	SC
menambah	VB
jumlah	NN
pasukan	NN
-nya	PRP
di	IN
Irak	NNP
saat	NN
ia	PRP
melakukan	VB
kunjungan	NN
ke	IN
Canberra	NNP
minggu	NN
ini	PR
,	Z
kata	VB
Perdana	NNP
Menteri	NNP
Australia	NNP
John	NNP
Howard	NNP
,	Z
Senin	NNP
.	Z
Sepanjang	IN
menyangkut	VB
pasukan	NN
tempur	VB
,	Z
saya	PRP
kira	VB
jumlah	NN
yang	SC
ada	VB
masih	MD
wajar	JJ
,	Z
dan	CC
saya	PRP
tidak	NEG
bisa	MD
memastikan	VB
Australia	NNP
akan	MD
menambah	VB
pasukan	NN
-nya	PRP
,	Z
demikian	PR
juga	RB
saya	PRP
tidak	NEG
bisa	MD
memastikan	VB
akan	MD
ada	VB
permintaan	NN
khusus	JJ
dari	IN
Wakil	NNP
Presiden	NNP
tersebut	PR
,	Z
kata	VB
Howard	NNP
.	Z
Australia	NNP
,	Z
sekutu	NN
dekat	JJ
AS	NNP
,	Z
kini	NN
menempatkan	VB
sebanyak	CD
1.4	CD
pasukan	NN
-nya	PRP
di	IN
Irak	NNP
.	Z
Raja	NNP
Abdullah	NNP
II	NNP
dari	IN
Jordan	NNP
,	Z
Selasa	NNP
,	Z
memperingatkan	VB
bahwa	SC
kegagalan	NN
dari	IN
proses	NN
perdamaian	NN
Arab	NNP
-	Z
Israel	NNP
akan	MD
meningkatkan	VB
lebih	RB
banyak	CD
aksi	NN
kekerasan	NN
dan	CC
ekstremis	NN
di	IN
wilayah	NN
itu	PR
,	Z
menurut	IN
pernyataan	NN
resmi	JJ
.	Z
Dia	PRP
membuat	VB
pidato	NN
itu	PR
dalam	IN
pertemuan	NN
terpisah	VB
dengan	SC
Wakil	NNP
Menlu	NNP
AS	NNP
David	NNP
Welch	NNP
dan	CC
sejumlah	CD
diplomat	NN
AS	NNP
bidang	NN
Timur	NNP
Tengah	NNP
dalam	IN
kunjungan	NN
mereka	PRP
di	IN
Jordan	NNP
,	Z
menurut	IN
pernyataan	NN
dari	IN
istana	NN
.	Z
Kegagalan	NN
proses	NN
perdamaian	NN
akan	MD
meningkatkan	VB
aksi	NN
kekerasan	NN
dan	CC
ekstremis	NN
dan	CC
mengakibatkan	VB
mundur	VB
-nya	PRP
proses	NN
di	IN
wilayah	NN
itu	PR
,	Z
kata	VB
kerajaan	NN
itu	PR
.	Z
Komitmen	NN
proses	NN
perdamaian	NN
oleh	IN
Presiden	NNP
George	NNP
Bush	NNP
dan	CC
Menteri	NNP
Luar	NNP
Negeri	NNP
Condoleezza	NNP
Rice	NNP
mewakili	VB
peluang	NN
untuk	SC
mengakhiri	VB
konflik	NN
yang	SC
telah	MD
meluas	VB
di	IN
wilayah	NN
itu	PR
selama	IN
beberapa	CD
dekade	NN
,	Z
tambah	VB
dia	PRP
.	Z
Dia	PRP
merujuk	VB
pada	IN
kunjungan	NN
-nya	PRP
ke	IN
AS	NNP
akhir pekan	NN
lalu	JJ
di mana	SC
dia	PRP
bertemu	VB
dengan	IN
Bush	NNP
dan	CC
Rice	NNP
serta	CC
menyampaikan	VB
pidato	NN
sebelum	SC
sesi	NN
bersama	IN
dengan	IN
kongres	NNP
AS	NNP
.	Z
Pemimpin	NN
oposisi	NN
Zimbabwe	NNP
,	Z
Morgan	NNP
Tsvairai	NNP
,	Z
yang	SC
telah	MD
sembuh	VB
dari	IN
cedera	JJ
yang	SC
menurut	IN
-nya	PRP
akibat	NN
perlakuan	NN
polisi	NN
,	Z
telah	MD
dibebaskan	VB
dari	IN
tahanan	NN
dan	CC
muncul	VB
di	IN
pengadilan	NN
Rabu	NNP
.	Z
Tsvangirai	NNP
,	Z
yang	SC
memimpin	VB
Gerakan	NNP
untuk	NNP
Perubahan	NNP
Demokrasi	NNP
(	Z
MDC	NNP
)	Z
,	Z
partai oposisi	NN
terbesar	JJ
di	IN
Zimbabwe	NNP
,	Z
dan	CC
lawan	NN
Presiden	NNP
Robert	NNP
Mugabe	NNP
lain	JJ
-nya	PRP
mengatakan	VB
,	Z
bahwa	SC
mereka	PRP
disiksa	VB
oleh	IN
polisi	NN
setelah	SC
ditahan	VB
Ahad	NNP
karena	SC
menggelar	VB
rapat	NN
anti	JJ
pemerintah	NN
.	Z
Mereka	PRP
telah	MD
dibebaskan	VB
dari	IN
tahanan	NN
polisi	NN
.	Z
Sebanyak	CD
31	CD
orang	NN
,	Z
termasuk	VB
Tsvangirai	NNP
,	Z
masih	MD
berada	VB
di	IN
rumah sakit	NN
sedangkan	CC
19	CD
orang	NN
lain	JJ
-nya	PRP
telah	MD
pulang	VB
,	Z
kata	VB
Alec	NNP
Muchadehama	NNP
,	Z
pengacara	NN
Tsvangirai	NNP
,	Z
kepada	IN
Reuters	NNP
.	Z
Iran	NNP
mempertimbangkan	VB
tuntutan	NN
hukum	NN
terhadap	IN
15	CD
pelaut	NN
Inggris	NNP
atas	IN
tuduhan	NN
memasuki	VB
wilayah	NN
perairan	NN
negara	NN
itu	PR
secara	IN
ilegal	JJ
,	Z
kata	VB
Menteri	NNP
Luar	NNP
Negeri	NNP
Iran	NNP
Manouchehr	NNP
Mottaki	NNP
,	Z
Minggu	NNP
.	Z
Mottaki	NNP
mengatakan	VB
kepada	IN
wartawan	NN
di	IN
New	NNP
York	NNP
,	Z
ia	PRP
mungkin	MD
berbicara	VB
dengan	IN
Menteri	NNP
Luar	NNP
Negeri	NNP
Inggris	NNP
Margaret	NNP
Beckett	NNP
mengenai	IN
masalah	NN
itu	PR
pada	IN
Minggu	NNP
malam	NN
.	Z
Iran	NNP
menangkap	VB
15	CD
personel	NN
Angkatan	NNP
Laut	NNP
Kerajaan	NNP
Inggris	NNP
di	IN
selat	NN
Shatt	NNP
al-Arab	NNP
di	IN
kawasan	NN
Teluk	NNP
dan	CC
menganggap	VB
mereka	PRP
telah	MD
melanggar	VB
wilayah	NN
negara	NN
tersebut	PR
.	Z
Tuduhan	NN
terhadap	IN
mereka	PRP
adalah	VB
masuk	VB
ke	IN
perairan	NN
Iran	NNP
secara	IN
ilegal	JJ
dan	CC
masalah	NN
ini	PR
sedang	MD
dipertimbangkan	VB
secara	IN
hukum	NN
,	Z
kata	VB
Mottaki	NNP
kepada	IN
wartawan	NN
di	IN
New	NNP
York	NNP
.	Z
Pihak	NN
berwenang	VB
Iran	NNP
menyergap	VB
para	DT
pelaut	NN
dan	CC
marinir	NN
ini	PR
di	IN
perairan	NN
Iran	NNP
dan	CC
menahan	VB
mereka	PRP
di	IN
perairan	NN
Iran	NNP
dan	CC
ini	PR
juga	RB
terjadi	VB
di	IN
masa	NN
silam	JJ
,	Z
kata	VB
Mottaki	NNP
.	Z
Namun	CC
,	Z
Inggris	NNP
menyatakan	VB
,	Z
dua	CD
kapal	NN
yang	SC
membawa	VB
pelaut-pelaut	NN
dan	CC
marinir	NN
Inggris	NNP
itu	PR
memeriksa	VB
sebuah	NND
kapal dagang	NN
dalam	IN
misi	NN
yang	SC
disahkan	VB
PBB	NNP
di	IN
perairan	NN
Irak	NNP
ketika	SC
kapal-kapal	NN
meriam	NN
Iran	NNP
mengepung	VB
dan	CC
menahan	VB
mereka	PRP
.	Z
Mottaki	NNP
berada	VB
di	IN
New	NNP
York	NNP
untuk	SC
menyampaikan	VB
pidato	NN
di	IN
Dewan	NNP
Keamanan	NNP
PBB	NNP
pada	IN
Sabtu	NNP
setelah	SC
15	CD
anggota	NN
badan	NN
tersebut	PR
menyetujui	VB
sanksi-sanksi	NN
baru	JJ
finansial	JJ
dan	CC
senjata	NN
terhadap	IN
Teheran	NNP
karena	SC
menolak	VB
menghentikan	VB
pengayaan	NN
uranium	NN
-nya	PRP
.	Z
Sidi	NNP
Ould	NNP
Cheikh	NNP
Abdallahi	NNP
saat	NN
ini	PR
memimpin	VB
dengan	IN
perolehan	NN
suara	NN
53,5	CD
persen	CD
dalam	IN
pemilihan	NN
presiden	NN
yang	SC
diikuti	VB
oleh	IN
82	CD
persen	CD
suara	NN
yang	SC
berhasil	VB
dihimpun	VB
dalam	IN
pemilihan	NN
presiden	NN
di	IN
Mauritania	NNP
,	Z
kata	VB
sumber	NN
kementerian	NNP
dalam negeri	NNP
Senin	NNP
.	Z
Ould	NNP
Abdallahi	NNP
,	Z
mendapat	VB
dukungan	NN
partai-partai	NN
koalisi	NN
yang	SC
suatu	CD
ketika	SC
setia	JJ
terhadap	IN
diktator	NN
yang	SC
berkuasa	VB
lama	JJ
,	Z
Maaouiya	NNP
Ould	NNP
Taya	NNP
,	Z
yang	SC
memimpin	VB
perolehan	NN
suara	NN
di	IN
11	CD
dari	IN
13	CD
wilayah	NN
pemilihan	NN
presiden	NN
demokratis	JJ
yang	SC
pertama	OD
di	IN
negara	NN
itu	PR
,	Z
sejak	IN
mencapai	VB
kemerdekaan	NN
dari	IN
Prancis	NNP
pada	IN
1960	CD
.	Z
Pesaing	NN
-nya	PRP
,	Z
politikus	NN
oposisi	NN
kawakan	JJ
Ahmed	NNP
Ould	NNP
Daddah	NNP
,	Z
memenangkan	VB
60	CD
persen	CD
dalam	IN
penghitungan	NN
suara	NN
Ahad	NNP
di	IN
ibu kota	NN
Nouakchott	NNP
dan	CC
di	IN
daerah	NN
asal	NN
-nya	PRP
di	IN
Trarza	NNP
di	IN
bagian	NN
tenggara	NN
,	Z
kata	VB
sumber	NN
itu	PR
.	Z
Hasil	NN
penghitungan	NN
suara	NN
tahap	NN
pertama	OD
diperkirakan	VB
selesai	VB
Senin	NNP
Malam	NN
.	Z
Setelah	SC
melakukan	VB
referendum	NN
konstitusi	NN
pada	IN
Juni	NNP
lalu	CC
,	Z
pemungutan suara	NN
di	IN
parlemen	NN
pusat	NN
dan	CC
daerah	NN
diselenggarakan	VB
pada	IN
November	NNP
tahun	NN
lalu	CC
,	Z
dan	CC
pemilihan	NN
senator	NN
pada	IN
Januari	NNP
.	Z
Pemilihan-pemilihan	NN
itu	PR
berujung	VB
pada	IN
pemilihan	NN
presiden	NN
sebagai	IN
tahap	NN
akhir	NN
dari	IN
reformasi	NN
demokrasi	NN
yang	SC
dipimpin	VB
oleh	IN
junta militer	NN
,	Z
yang	SC
menggulingkan	VB
Ould	NNP
Taya	NNP
pada	IN
Agustus	NNP
2005	CD
.	Z
Pemberontak	NNP
Macan	NNP
Tamil	NNP
dengan	SC
menggunakan	VB
pesawat	NN
ringan	JJ
melakukan	VB
pengeboman	NN
terhadap	IN
sebuah	NND
pangkalan	NN
udara	NN
di	IN
dekat	JJ
bandara internasional	NN
Sri	NNP
Lanka	NNP
sebelum	SC
terbit	VB
fajar	NN
Senin	NNP
,	Z
menewaskan	VB
dua	CD
petugas	NN
bandara	NN
dan	CC
melukai	VB
17	CD
orang	NN
lain	JJ
-nya	PRP
,	Z
demikian	PR
laporan-laporan	NN
dari	IN
Sri	NNP
Lanka	NNP
.	Z
Satu	CD
pesawat	NN
ringan	JJ
Macan	NNP
Tamil	NNP
terbang	VB
di	IN
atas	NN
pangkalan	NN
angkatan udara	NN
dan	CC
menjatuhkan	VB
bahan peledak	NN
.	Z
Kemudian	CC
,	Z
terjadi	VB
dua	CD
kali	NND
ledakan	NN
.	Z
Pada	IN
saat	NN
yang	SC
sama	JJ
,	Z
angkatan udara	NN
kami	PRP
melakukan	VB
operasi	NN
penyisiran	NN
,	Z
kata	VB
Reuters	NNP
mengutip	VB
pernyataan	NN
juru bicara	NN
Angkatan	NNP
Udara	NNP
,	Z
Kapten	NNP
Ajantha	NNP
de	NNP
Silva	NNP
.	Z
Pemerintah	NNP
Sri	NNP
Lanka	NNP
mengatakan	VB
,	Z
serangan	NN
itu	PR
ditujukan	VB
pada	IN
pangkalan	NN
militer	NN
dan	CC
tidak	NEG
menyebabkan	VB
kerusakan	NN
berat	JJ
bagi	IN
penerbangan	NN
sipil	JJ
yang	SC
terletak	VB
di	IN
sebelah	NN
utara	NN
ibu kota	NN
Kolombo	NNP
,	Z
kata	VB
laporan	NN
itu	PR
.	Z
Bandara	NN
untuk	IN
sementara	SC
ditutup	VB
namun	CC
kemudian	CC
dibuka	VB
kembali	VB
,	Z
kata	VB
kantor berita	NNP
AP	NNP
,	Z
mengutip	VB
seorang	NND
petugas	NN
bandara	NN
.	Z
Menteri	NNP
Luar	NNP
Negeri	NNP
AS	NNP
,	Z
Condoleezza	NNP
Rice	NNP
melakukan	VB
pertemuan	NN
dengan	IN
Raja	NNP
Yordania	NNP
,	Z
Abdullah	NNP
II	NNP
dan	CC
pertemuan	NN
lebih	RB
lanjut	VB
dengan	IN
para	DT
pejabat	NN
Palestina	NNP
dan	CC
Israel	NNP
,	Z
Senin	NNP
,	Z
yang	SC
merupakan	VB
hari	NN
ketiga	OD
lawatan	NN
-nya	PRP
ke	IN
Timur	NNP
Tengah	NNP
(	Z
Timteng	NNP
)	Z
untuk	SC
mencoba	VB
menghidupkan	VB
kembali	VB
proses	NN
perdamaian	NN
.	Z
Rice	NNP
secara	IN
terpisah	VB
,	Z
Minggu	NNP
,	Z
melakukan	VB
pertemuan	NN
dengan	IN
pihak	NN
Israel	NNP
dan	CC
Palestina	NNP
untuk	SC
mengukur	VB
kesempatan	NN
pembicaraan	NN
damai	JJ
,	Z
namun	CC
